"","elgcoal","elgngas","elghydr","elgnuc","elgsun","elgwind","elgbio","inctxff","sbsrnen","banhhap","clmchng","wrclmch","ccnthum","gvsrdcc","lkredcc","lklmten","ownrdcc","psppipla","stfdem","trstplt","trstep","prtvtbit","lrscale","gndr","yrbrn","region","edlvdit","hinctnta"
"223",5,3,2,5,3,3,3,5,2,5,"Changing","Moderately worried","Equally","Unlikely","Unlikely","Likely","Unlikely","A lot","A bit","Neutral","A bit","csx","Center",1,"63>","South/Isles","Superior","Medium"
"224",4,3,2,5,1,1,55,5,4,2,"Changing","Moderately worried","Anthropic","Likely","Possible","Possible","Likely","A great deal","Very little","Not at all","Little","cdx","Center-left",2,"63-31","South/Isles","Elementary","Medium"
"225",5,5,5,5,1,1,3,5,2,2,"Changing","Not worried","Natural","Not at all","Not at all","Not at all","Not at all","A great deal","Little","Very little","Neutral","csx","Center",2,"63-31","North","Superior","Low"
"226",5,1,1,5,2,1,1,4,2,2,"Changing","Moderately worried","Anthropic","Unlikely","Likely","Likely","Likely","A great deal","Little","Not at all","Little","dx","Right",1,"63-31","North","Superior","Medium"
"227",5,3,1,5,1,1,5,5,1,2,"Changing","Worried","Anthropic","Possible","Possible","Possible","Very unlikely","A great deal","A bit","Not at all","A bit","csx","Left",1,"63-31","South/Isles","Elementary","Low"
"228",3,3,2,5,2,2,1,5,2,5,"Changing","Worried","Anthropic","Possible","Likely","Likely","Possible","A great deal","Little","Not at all","Little","csx","Center",1,"30-18","South/Isles","Superior","Very low"
"229",5,4,3,4,1,2,2,2,2,3,"Changing","Moderately worried","Anthropic","Likely","Likely","Likely","Likely","A great deal","Very little","Not at all","Not at all","cdx","Right",1,"63-31","North","Superior","High"
"230",5,1,2,5,3,3,2,2,1,2,"Changing","Moderately worried","Equally","Likely","Likely","Likely","Likely","A lot","Little","Little","Neutral","csx","Center-left",2,"63-31","North","Superior","Medium"
"231",3,4,1,5,1,1,4,5,3,2,"Changing","Moderately worried","Equally","Unlikely","Very unlikely","Not at all","Very unlikely","A great deal","Little","Very little","Very","m5s","Center-left",2,"63-31","South/Isles","Superior","Low"
"232",5,4,1,5,2,2,3,3,3,3,"Changing","Not worried","Natural","Unlikely","Possible","Unlikely","Unlikely","Some","A bit","A bit","A bit","csx","Right",1,"63>","North","Elementary","Very low"
"233",4,1,1,5,1,3,2,4,1,2,"Changing","Moderately worried","Anthropic","Likely","Likely","Likely","Likely","A lot","Little","Little","Neutral","m5s","Center-left",1,"30-18","North","High school","High"
"234",5,3,3,5,2,2,2,4,2,2,"Changing","Moderately worried","Anthropic","Possible","Likely","Likely","Likely","A great deal","Little","Very little","Little","csx","Center-left",1,"63-31","Center","Superior","Medium"
"235",5,3,2,5,2,2,4,3,2,3,"Changing","Worried","Equally","Possible","Very unlikely","Unlikely","Very unlikely","A great deal","A bit","Not at all","Little","csx","Center-left",1,"63>","North","Elementary","Medium"
"236",4,3,2,5,1,1,1,2,1,1,"Changing","Moderately worried","Equally","Very likely","Possible","Possible","Very likely","A great deal","Neutral","Little","A bit","cdx","Center-right",2,"63>","North","Superior","High"
"237",5,1,1,5,1,2,1,5,2,2,"Changing","Moderately worried","Equally","Possible","Possible","Likely","Likely","A great deal","A bit","Little","A bit","csx","Center-left",2,"63-31","North","High school","High"
"238",4,4,1,5,1,1,3,5,1,4,"Changing","Not worried","Anthropic","Likely","Likely","Likely","Likely","A great deal","Not at all","Very little","Little","m5s","Center-right",2,"63-31","North","University","Medium"
"239",5,4,1,5,1,4,2,5,2,2,"Changing","Moderately worried","Anthropic","Very unlikely","Possible","Unlikely","Likely","A great deal","Little","Not at all","Not at all","m5s","Right",1,"63-31","North","Superior","High"
"240",4,3,2,5,2,1,2,2,2,2,"Changing","Moderately worried","Equally","Likely","Likely","Unlikely","Likely","A great deal","A bit","Neutral","Neutral","cdx","Center-right",2,"63-31","North","Superior","High"
"241",4,4,1,5,1,1,2,2,1,2,"Changing","Moderately worried","Anthropic","Very unlikely","Likely","Very unlikely","Very unlikely","A great deal","A bit","Not at all","A bit","csx","Left",2,"63-31","South/Isles","University","Low"
"242",4,1,1,5,1,2,1,5,2,2,"Changing","Moderately worried","Equally","Unlikely","Likely","Likely","Likely","A lot","A bit","Little","A bit","csx","Center",2,"63-31","North","High school","Low"
"243",5,3,2,5,2,2,2,2,1,2,"Changing","Moderately worried","Equally","Unlikely","Likely","Unlikely","Likely","Some","A bit","Neutral","A bit","csx","Center-left",1,"63-31","North","Superior","Low"
"244",4,2,2,5,1,1,5,3,2,1,"Changing","Worried","Anthropic","Very likely","Unlikely","Possible","Likely","A lot","Very little","Not at all","Not at all","dx","Center",1,"30-18","North","University","Medium"
"245",5,4,2,5,1,3,3,4,1,1,"Changing","Moderately worried","Anthropic","Unlikely","Likely","Possible","Possible","A lot","Little","Little","A bit","csx","Center-left",2,"63-31","North","University","High"
"246",4,1,1,5,1,2,1,4,2,2,"Changing","Moderately worried","Equally","Possible","Likely","Likely","Likely","A lot","A bit","Little","A bit","m5s","Center",2,"63-31","North","High school","Low"
"247",5,3,2,5,3,3,2,4,2,1,"Changing","Moderately worried","Equally","Likely","Likely","Very unlikely","Likely","A lot","Little","Not at all","Very little","csx","Far left",2,"63-31","North","Superior","High"
"248",5,5,3,5,1,1,1,3,1,1,"Changing","Worried","Anthropic","Extremely","Very likely","Possible","Very likely","A great deal","Not at all","Not at all","Not at all","csx","Center-left",2,"63-31","Center","Superior","Low"
"249",5,3,1,5,1,3,5,2,1,4,"Changing","Moderately worried","Equally","Possible","Very likely","Very likely","Not at all","A great deal","Very little","Not at all","Neutral","csx","Right",1,"63-31","South/Isles","Superior","Low"
"250",5,4,2,5,1,1,4,3,2,2,"Changing","Moderately worried","Anthropic","Unlikely","Unlikely","Unlikely","Possible","A lot","Little","Very little","Little","dx","Center-right",1,"63-31","North","Superior","High"
"251",4,1,1,5,1,2,2,4,2,2,"Not changing","Moderately worried","Natural","Likely","Likely","Likely","Likely","A great deal","Neutral","Little","A bit","cdx","Center-right",2,"63-31","North","Elementary","Medium"
"252",2,3,2,1,1,2,2,4,4,2,"Changing","Worried","Equally","Very likely","Likely","Likely","Likely","A lot","Little","Not at all","Very little","csx","Left",1,"30-18","Center","Superior","Very high"
"253",4,3,2,5,1,3,3,4,2,2,"Changing","Moderately worried","Anthropic","Likely","Possible","Likely","Likely","A great deal","A bit","Very little","Little","csx","Center-right",1,"63>","South/Isles","Elementary","Low"
"254",4,4,1,5,1,1,2,2,2,3,"Changing","Moderately worried","Equally","Likely","Possible","Possible","Possible","Some","A bit","Neutral","A bit","csx","Center-left",1,"63-31","South/Isles","Superior","Medium"
"255",5,2,2,3,1,1,2,4,2,2,"Changing","Worried","Anthropic","Possible","Very likely","Unlikely","Possible","Some","Little","Little","A bit","csx","Left",1,"63>","Center","Superior","Low"
"256",5,3,2,5,1,1,4,3,1,3,"Changing","Worried","Equally","Possible","Likely","Likely","Likely","A great deal","Very little","Little","A bit","csx","Left",1,"63>","North","Elementary","High"
"257",4,5,2,1,2,1,3,2,2,1,"Changing","Worried","Equally","Unlikely","Unlikely","Unlikely","Not at all","A lot","Not at all","Not at all","Neutral","cdx","Far right",1,"63-31","North","Elementary","Medium"
"258",5,3,1,5,1,1,3,2,1,2,"Changing","Worried","Anthropic","Possible","Extremely","Possible","Extremely","Some","Neutral","Neutral","Extremely","m5s","Center",1,"30-18","South/Isles","University","Low"
"259",1,2,1,3,3,3,2,4,4,3,"Changing","Worried","Anthropic","Not at all","Very likely","Unlikely","Likely","A lot","Little","Not at all","Very little","csx","Left",2,"63-31","South/Isles","Superior","Low"
"260",5,3,2,2,1,1,1,5,1,2,"Changing","Moderately worried","Equally","Unlikely","Likely","Unlikely","Very unlikely","A lot","Little","Little","Little","dx","Center-right",2,"63-31","South/Isles","University","High"
"261",4,2,1,5,2,2,1,2,1,1,"Changing","Moderately worried","Equally","Possible","Very likely","Very likely","Likely","A lot","Little","Very little","Neutral","dx","Center-right",2,"63-31","North","Superior","High"
"262",5,2,1,5,1,1,1,4,4,2,"Changing","Moderately worried","Anthropic","Possible","Likely","Possible","Likely","A great deal","Very little","Not at all","Little","m5s","Center",2,"63>","North","Elementary","Low"
"263",5,4,3,4,2,3,2,2,3,2,"Changing","Moderately worried","Anthropic","Unlikely","Likely","Unlikely","Possible","A lot","A bit","Little","A bit","csx","Center-left",2,"63>","North","Superior","High"
"264",4,3,2,4,1,1,2,3,1,2,"Changing","Moderately worried","Equally","Likely","Likely","Unlikely","Unlikely","A lot","Neutral","A bit","Neutral","csx","Center-left",1,"30-18","North","University","High"
"265",5,1,1,5,1,1,1,4,2,2,"Changing","Moderately worried","Anthropic","Very likely","Likely","Very likely","Likely","Some","Little","Neutral","A bit","m5s","Center",1,"30-18","North","High school","High"
"266",1,1,1,5,1,1,1,5,3,5,"Changing","Moderately worried","Equally","Not at all","Likely","Not at all","Unlikely","A great deal","Not at all","Not at all","Little","m5s","Right",2,"63-31","South/Isles","Elementary","Medium"
"267",2,2,1,2,1,1,4,4,4,2,"Changing","Moderately worried","Natural","Very unlikely","Very unlikely","Very unlikely","Likely","A great deal","Little","Very little","Very little","dx","Right",2,"30-18","South/Isles","High school","High"
"268",5,4,1,4,1,3,1,5,2,1,"Changing","Not worried","Equally","Unlikely","Unlikely","Unlikely","Not at all","A great deal","Little","Very little","Little","m5s","Center-left",1,"63>","North","University","High"
"269",4,2,1,5,1,1,2,4,3,2,"Changing","Moderately worried","Anthropic","Likely","Likely","Likely","Likely","A lot","A bit","Neutral","A bit","csx","Center-left",1,"63-31","North","Superior","High"
"270",5,3,2,4,1,2,4,4,1,2,"Changing","Worried","Anthropic","Possible","Very likely","Likely","Likely","Some","A bit","A bit","A bit","csx","Center-left",1,"63>","South/Isles","University","Very high"
"271",3,2,3,3,2,3,4,2,2,2,"Changing","Moderately worried","Anthropic","Likely","Likely","Likely","Likely","A great deal","Little","Not at all","Not at all","cdx","Right",2,"63-31","South/Isles","High school","Very low"
"272",4,3,2,3,2,2,1,2,1,1,"Changing","Moderately worried","Anthropic","Very likely","Very likely","Very likely","Likely","A lot","Little","Very little","Little","cdx","Center-right",2,"63>","North","Superior","Medium"
"273",5,5,5,5,1,1,1,1,1,1,"Changing","Worried","Equally","Unlikely","Unlikely","Very unlikely","Very unlikely","A lot","A bit","Neutral","A bit","csx","Left",1,"63-31","North","High school","Medium"
"274",4,1,2,4,1,2,3,4,2,2,"Changing","Moderately worried","Equally","Very likely","Likely","Likely","Extremely","A great deal","A bit","Not at all","Very little","csx","Center",2,"63-31","South/Isles","University","High"
"275",5,4,1,55,1,1,1,5,1,1,"Changing","Worried","Anthropic","Not at all","Extremely","Not at all","Very likely","A great deal","Not at all","Not at all","Not at all","m5s","Far right",1,"63>","North","Elementary","Low"
"276",5,1,1,5,1,1,1,5,1,2,"Changing","Moderately worried","Anthropic","Very likely","Likely","Likely","Likely","A lot","Neutral","Little","A bit","m5s","Center",1,"63-31","North","High school","High"
"277",3,2,1,5,1,2,2,5,2,2,"Changing","Moderately worried","Equally","Possible","Likely","Likely","Likely","A lot","A bit","Little","Neutral","csx","Center-left",2,"63>","North","Elementary","Medium"
"278",5,2,2,5,2,2,2,4,1,1,"Changing","Worried","Equally","Possible","Likely","Likely","Likely","Some","A bit","Neutral","A bit","csx","Center",1,"63-31","South/Isles","University","Low"
"279",5,1,1,5,1,2,1,3,2,2,"Changing","Worried","Anthropic","Possible","Extremely","Unlikely","Not at all","A lot","Very","Little","Little","m5s","Center",1,"63-31","North","Elementary","High"
"280",5,3,1,5,1,1,1,5,1,2,"Changing","Moderately worried","Anthropic","Likely","Likely","Possible","Likely","A lot","Very","Neutral","A bit","csx","Far left",2,"63>","Center","University","Medium"
"281",4,3,1,5,1,1,4,3,1,3,"Changing","Worried","Anthropic","Unlikely","Extremely","Unlikely","Likely","A great deal","Not at all","Not at all","Not at all","m5s","Right",2,"63-31","South/Isles","Elementary","Very low"
"282",5,1,1,5,1,1,1,4,1,2,"Changing","Worried","Anthropic","Extremely","Very likely","Likely","Very likely","A great deal","Little","Very little","A bit","dx","Center-right",2,"63>","North","Elementary","Very low"
"283",4,2,2,4,4,4,4,3,3,3,"Changing","Moderately worried","Anthropic","Likely","Likely","Likely","Likely","A lot","Neutral","Little","Little","dx","Center-right",1,"63-31","North","High school","Medium"
"284",4,3,2,4,2,4,2,4,2,2,"Changing","Moderately worried","Equally","Unlikely","Likely","Unlikely","Possible","A lot","Little","Little","Very","csx","Center-left",1,"63-31","North","High school","Very low"
"285",4,2,5,5,2,2,2,2,2,2,"Changing","Moderately worried","Anthropic","Likely","Likely","Very likely","Likely","A lot","Very little","Not at all","Very little","csx","Left",2,"63-31","South/Isles","Elementary","Very low"
"286",2,1,2,2,1,2,2,4,2,2,"Changing","Worried","Anthropic","Unlikely","Likely","Unlikely","Likely","A lot","A bit","A bit","A bit","dx","Left",2,"63-31","North","High school","Medium"
"287",5,3,1,5,2,2,3,4,4,2,"Changing","Moderately worried","Anthropic","Likely","Unlikely","Unlikely","Likely","A lot","A bit","Neutral","A bit","csx","Center-left",1,"63-31","Center","Doctorate","Very high"
"288",5,5,1,5,1,1,1,5,5,1,"Changing","Worried","Natural","Likely","Unlikely","Likely","Possible","A great deal","Little","Neutral","Little","m5s","Center",1,"63>","South/Isles","Superior","Low"
"289",5,4,1,5,1,1,5,1,1,2,"Changing","Moderately worried","Anthropic","Likely","Unlikely","Likely","Unlikely","Some","Very","Little","Very","csx","Far left",2,"63-31","South/Isles","University","Medium"
"290",5,3,1,5,1,1,1,4,3,2,"Changing","Moderately worried","Equally","Possible","Likely","Possible","Likely","A lot","Very little","Not at all","Little","csx","Center",1,"63>","North","Elementary","Medium"
"291",4,4,3,2,1,1,2,3,1,2,"Changing","Worried","Equally","Unlikely","Likely","Unlikely","Likely","A lot","Neutral","Little","Neutral","cdx","Center-right",2,"63-31","North","Superior","High"
"292",3,4,2,2,2,3,2,2,1,2,"Changing","Worried","Anthropic","Possible","Very likely","Likely","Likely","Some","Not at all","Not at all","Neutral","csx","Center-left",2,"63-31","South/Isles","Elementary","Very low"
"293",3,4,1,1,3,3,3,4,2,1,"Changing","Worried","Anthropic","Likely","Likely","Very likely","Likely","A lot","A bit","A bit","Very","m5s","Center",1,"63-31","South/Isles","University","Very high"
"294",4,3,2,5,1,1,2,5,2,2,"Changing","Worried","Anthropic","Not at all","Very likely","Not at all","Not at all","A lot","Very little","Not at all","A bit","dx","Center-right",1,"63-31","North","High school","Medium"
"295",4,2,2,2,3,3,3,3,1,1,"Changing","Worried","Anthropic","Likely","Likely","Likely","Possible","A great deal","A bit","Little","Neutral","csx","Center-right",1,"63-31","South/Isles","High school","Medium"
"296",4,3,4,5,1,2,2,2,2,1,"Changing","Worried","Anthropic","Likely","Likely","Unlikely","Likely","A lot","Little","Not at all","Little","m5s","Center-left",1,"63-31","Center","Superior","High"
"297",4,2,4,4,1,1,3,5,4,2,"Changing","Worried","Anthropic","Likely","Unlikely","Very unlikely","Unlikely","A lot","Very little","A bit","A bit","csx","Center-left",1,"63-31","North","University","High"
"298",4,4,1,4,1,1,2,1,1,1,"Changing","Worried","Anthropic","Likely","Very likely","Unlikely","Likely","A lot","Little","Very little","Neutral","csx","Left",1,"30-18","South/Isles","Superior","Low"
"299",4,4,2,5,1,1,3,4,1,1,"Changing","Worried","Anthropic","Very likely","Very likely","Likely","Likely","A great deal","A bit","Very little","A bit","m5s","Center-right",2,"63>","North","Elementary","High"
"300",2,2,1,5,1,1,55,5,1,1,"Changing","Worried","Anthropic","Possible","Extremely","Extremely","Extremely","A great deal","Not at all","Very little","Not at all","m5s","Far right",1,"63-31","South/Isles","Elementary","Low"
"301",4,3,2,5,1,2,2,2,4,2,"Changing","Moderately worried","Equally","Unlikely","Possible","Unlikely","Possible","A lot","A bit","Little","A bit","cdx","Right",2,"63-31","South/Isles","University","Medium"
"302",4,4,1,5,1,1,1,2,1,1,"Changing","Worried","Anthropic","Very likely","Extremely","Likely","Likely","Some","Neutral","A bit","A bit","csx","Center",1,"63-31","Center","Superior","Low"
"303",4,3,1,5,1,1,1,4,3,2,"Changing","Moderately worried","Anthropic","Likely","Likely","Likely","Likely","A lot","A bit","Neutral","A bit","csx","Center-left",1,"63-31","North","High school","High"
"304",2,2,1,1,1,1,1,4,2,4,"Changing","Worried","Anthropic","Likely","Very likely","Likely","Likely","A great deal","Not at all","Not at all","Not at all","m5s","Right",2,"63-31","South/Isles","Superior","Very low"
"305",5,2,3,5,3,3,3,2,1,2,"Changing","Moderately worried","Anthropic","Possible","Likely","Possible","Unlikely","Some","Little","Little","Little","m5s","Center-right",1,"63-31","North","High school","Low"
"306",5,5,3,4,1,3,3,2,1,2,"Changing","Worried","Anthropic","Likely","Likely","Likely","Likely","A great deal","Little","Not at all","Not at all","cdx","Right",1,"63-31","North","Superior","Medium"
"307",4,3,2,4,2,2,2,4,4,2,"Changing","Moderately worried","Equally","Likely","Likely","Likely","Likely","A lot","A bit","A bit","Very","csx","Center-left",1,"63>","North","University","Very high"
"308",5,2,1,5,1,2,1,5,3,3,"Changing","Not worried","Natural","Likely","Likely","Likely","Likely","Some","A bit","Little","A bit","cdx","Center-right",1,"63-31","North","University","High"
"309",4,4,2,3,2,2,55,3,2,2,"Changing","Moderately worried","Anthropic","Very likely","Likely","Possible","Likely","A lot","Little","Very little","Very little","csx","Center-right",1,"63-31","South/Isles","Elementary","Low"
"310",3,2,1,55,1,1,1,2,2,2,"Changing","Worried","Anthropic","Very likely","Very likely","Very likely","Very likely","A lot","A bit","Neutral","Very","cdx","Right",2,"63-31","South/Isles","Elementary","Low"
"311",5,2,2,5,2,2,2,5,1,2,"Changing","Moderately worried","Equally","Possible","Possible","Possible","Possible","A lot","Neutral","Very little","Little","dx","Center-right",2,"63-31","South/Isles","Doctorate","Low"
"312",4,2,1,4,1,1,3,5,1,4,"Changing","Not worried","Anthropic","Likely","Very likely","Not at all","Very unlikely","A lot","Little","Little","A bit","center","Right",1,"30-18","North","University","High"
"313",3,2,1,4,1,1,3,5,3,1,"Changing","Worried","Anthropic","Possible","Possible","Likely","Unlikely","A great deal","Little","Very little","Little","cdx","Center-right",2,"63-31","North","High school","High"
"314",4,2,1,5,1,2,1,4,2,1,"Changing","Moderately worried","Equally","Likely","Likely","Likely","Likely","A lot","A bit","Little","A bit","csx","Center-left",2,"63-31","North","High school","High"
"315",5,5,5,5,1,1,1,1,1,1,"Changing","Worried","Equally","Likely","Very likely","Unlikely","Likely","Some","A bit","Neutral","A bit","cdx","Center-right",2,"63-31","North","University","Low"
"316",4,4,2,5,1,1,1,1,1,1,"Changing","Worried","Anthropic","Unlikely","Very likely","Likely","Likely","A great deal","Very little","Very little","Little","m5s","Center",1,"63-31","North","Superior","Very high"
"317",5,2,3,5,1,3,3,3,2,4,"Changing","Moderately worried","Equally","Likely","Likely","Unlikely","Unlikely","A great deal","Little","Very little","Very little","csx","Far left",1,"63-31","North","High school","High"
"318",5,3,3,5,2,2,4,5,2,2,"Changing","Moderately worried","Equally","Possible","Possible","Possible","Possible","A lot","A bit","Neutral","Neutral","csx","Center",1,"63-31","South/Isles","Elementary","Very low"
"319",3,2,1,2,1,1,2,4,2,2,"Changing","Worried","Anthropic","Unlikely","Likely","Unlikely","Possible","A lot","A bit","Neutral","A bit","dx","Center-left",1,"63>","North","Elementary","Low"
"320",4,4,2,4,1,1,2,4,1,3,"Changing","Moderately worried","Equally","Unlikely","Unlikely","Unlikely","Possible","A lot","Little","A bit","A bit","m5s","Center-right",2,"30-18","North","Superior","Medium"
"321",5,3,3,5,1,1,1,4,1,1,"Changing","Worried","Anthropic","Very likely","Likely","Unlikely","Unlikely","A lot","Little","Not at all","Very little","m5s","Center-right",2,"63-31","South/Isles","University","Very low"
"322",5,2,2,5,1,2,3,3,2,4,"Changing","Moderately worried","Anthropic","Very unlikely","Very likely","Very unlikely","Very likely","A lot","Extremely","A bit","A bit","csx","Center-left",2,"63-31","North","Elementary","Medium"
"323",3,2,3,4,2,3,4,3,4,3,"Changing","Moderately worried","Equally","Likely","Very likely","Likely","Likely","A lot","Very","Little","Little","dx","Far right",1,"63>","North","University","Medium"
"324",4,2,2,4,1,1,3,5,2,5,"Changing","Worried","Equally","Unlikely","Possible","Unlikely","Unlikely","A lot","Very little","Very little","Little","csx","Left",2,"63-31","South/Isles","Doctorate","Very high"
"325",5,4,3,5,1,2,1,1,1,1,"Changing","Moderately worried","Anthropic","Likely","Likely","Likely","Very likely","A great deal","Little","Not at all","Not at all","csx","Center-left",2,"30-18","South/Isles","Elementary","Low"
"326",3,3,3,3,2,2,2,3,3,3,"Not changing","Not worried","Equally","Unlikely","Very unlikely","Unlikely","Unlikely","A lot","Neutral","Very little","A bit","dx","Right",1,"63-31","North","Superior","Low"
"327",4,4,3,5,3,3,4,4,3,4,"Changing","Worried","Equally","Possible","Likely","Possible","Possible","A lot","Neutral","Very little","Little","csx","Far left",2,"30-18","South/Isles","Superior","Very low"
"328",4,2,2,5,1,1,5,5,2,2,"Changing","Worried","Natural","Possible","Possible","Possible","Very likely","A lot","Little","Neutral","Neutral","cdx","Center-right",1,"63-31","Center","Elementary","Medium"
"329",5,4,3,5,2,3,3,2,1,1,"Changing","Moderately worried","Anthropic","Likely","Likely","Likely","Likely","A lot","Little","Little","Little","csx","Center",1,"63-31","North","Superior","Low"
"330",5,5,1,5,1,1,1,3,3,1,"Changing","Worried","Anthropic","Unlikely","Very likely","Possible","Unlikely","A lot","A bit","A bit","A bit","csx","Center",2,"63-31","North","Superior","Low"
"331",5,5,1,5,2,2,2,4,2,2,"Changing","Worried","Anthropic","Possible","Likely","Unlikely","Likely","A lot","Not at all","Not at all","Neutral","m5s","Center",2,"63-31","Center","University","Medium"
"332",5,2,2,5,1,1,1,5,1,2,"Not changing","Not worried","Natural","Very likely","Possible","Very unlikely","Possible","Some","Little","Very little","A bit","m5s","Center-left",1,"63-31","North","University","High"
"333",4,4,2,5,2,3,1,3,2,2,"Changing","Worried","Anthropic","Not at all","Likely","Not at all","Likely","Some","Neutral","Not at all","A bit","csx","Center",2,"63-31","Center","Superior","Medium"
"334",5,4,1,5,1,1,4,4,1,2,"Changing","Moderately worried","Equally","Not at all","Very likely","Very unlikely","Possible","A great deal","Not at all","Not at all","Not at all","csx","Center",1,"63>","North","Elementary","Low"
"335",4,3,2,4,1,1,3,5,1,1,"Changing","Worried","Anthropic","Likely","Very likely","Likely","Possible","A great deal","Little","Not at all","Little","cdx","Right",2,"63>","North","Superior","Medium"
